Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
h u n g e r . o n . h i l l s i d e (with Bas),11647489,J. Cole,14097410.0,2021-05-14,71.0,0.563,0.703,-5.756,0.0702,0.126,0.213,94.983,238972.0,0.294
c l o s e,10712648,J. Cole,14097410.0,2021-05-14,82.0,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802.0,0.0753
WITHOUT YOU (with Miley Cyrus),6081034,The Kid LAROI,2230022.0,2021-04-30,81.0,0.655,0.469,-6.257,0.0292,0.173,0.0956,92.56,161385.0,0.467
"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5595839,"Bizarrap, Snow Tha Product",3126961.0,2021-04-28,78.0,0.83,0.748,-5.362,0.162,0.354,0.0992,133.028,177443.0,0.523
Travesuras - Remix,5518444,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",2123734.0,2021-03-11,81.0,0.739,0.788,-5.198,0.0731,0.0513,0.282,175.996,324426.0,0.473
Bubblegum Bitch,5375782,MARINA,2918229.0,2012-04-30,73.0,0.495,0.856,-5.123,0.0311,0.000219,0.103,158.024,154667.0,0.609
Falling,5294368,Harry Styles,16112621.0,2019-12-13,83.0,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011,240133.0,0.0592
Explícito,5278449,Myke Towers,6150675.0,2020-12-15,81.0,0.828,0.83,-3.371,0.047,0.348,0.0613,95.007,195066.0,0.422
No Te Enamores - Remix,5218146,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",22718.0,2020-11-20,79.0,0.824,0.837,-4.603,0.107,0.573,0.271,100.021,289933.0,0.58
PROBLEMA,5215973,Daddy Yankee,1250353.0,2021-08-09,0.0,0.773,0.8,-3.17,0.0987,0.0613,0.0327,89.988,184507.0,0.842
Lonely (with benny blanco),5191697,Justin Bieber,48504126.0,2020-10-16,80.0,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297.0,0.0927
Cupid's Chokehold / Breakfast in America,5165035,Gym Class Heroes,1275345.0,2005-02-22,81.0,0.72,0.744,-6.938,0.12,0.237,0.255,78.953,243773.0,0.619
If the World Was Ending - feat. Julia Michaels,5127736,JP Saxe,280585.0,2019-10-17,82.0,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687.0,0.604
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",7347891,DJ Khaled,6278835.0,2021-04-30,76.0,0.757,0.721,-2.906,0.0691,0.00196,0.647,124.036,165366.0,0.364
Body,5831357,"Russ Millions, Tion Wayne",323203.0,2021-04-22,84.0,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085.0,0.73
everything i wanted,5448680,Billie Eilish,1250353.0,2021-08-13,0.0,0.704,0.225,-14.454,0.0994,0.901,0.106,120.006,245426.0,0.243
What You Need,5346005,Don Toliver,1605329.0,2021-05-04,76.0,0.664,0.655,-7.327,0.0461,0.059,0.17,129.987,217609.0,0.13
"L-Gante: Bzrp Music Sessions, Vol.38",5290877,"Bizarrap, L-Gante",3126961.0,2021-03-10,80.0,0.553,0.819,-3.083,0.257,0.368,0.0915,87.913,192348.0,0.761
HOLIDAY,5264232,Lil Nas X,5473565.0,2020-11-13,83.0,0.81,0.511,-6.924,0.164,0.12,0.0832,151.947,154998.0,0.837
At My Worst,5258000,Pink Sweat$,942628.0,2020-07-17,79.0,0.813,0.415,-5.926,0.0349,0.777,0.131,91.921,170345.0,0.667
Life Is Good (feat. Drake),5241227,Future,10488292.0,2020-01-10,81.0,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037,237735.0,0.508
Extasy,5203700,"187 Strassenbande, Bonez MC, Frauenarzt",1223734.0,2021-05-13,67.0,0.863,0.739,-5.879,0.153,0.0289,0.0931,129.964,174021.0,0.547
Wishing Well,5125706,Juice WRLD,19085118.0,2020-07-10,83.0,0.65,0.613,-6.13,0.128,0.00336,0.267,149.972,194621.0,0.0804
Fan de Tus Fotos,5103863,"Nicky Jam, Romeo Santos",14826679.0,2021-02-08,79.0,0.728,0.689,-5.718,0.0725,0.293,0.109,170.089,197647.0,0.431
Tapão Na Raba,5088848,Raí Saia Rodada,1260752.0,2021-01-22,80.0,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047.0,0.799
Machu Picchu,5062404,"Camilo, Evaluna Montaner",10561047.0,2021-03-01,76.0,0.788,0.789,-2.39,0.124,0.397,0.226,167.897,179005.0,0.867
Come & Go (with Marshmello),5037124,Juice WRLD,19085118.0,2020-07-10,83.0,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485.0,0.535
Robbery,5024884,Juice WRLD,19085118.0,2019-03-08,83.0,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051.0,0.578
Paradigmas,5018076,Jorge & Mateus,15013645.0,2021-04-22,72.0,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355.0,0.822
SugarCrash!,5018005,ElyOtto,85617.0,2020-08-25,80.0,0.748,0.734,-6.499,0.124,0.524,0.0975,97.753,80081.0,0.368
durag activity (with Travis Scott),7939784,Baby Keem,279741.0,2021-04-30,75.0,0.89,0.701,-5.712,0.342,0.00306,0.0895,80.462,225020.0,0.505
love race (feat. Kellin Quinn),6325080,Machine Gun Kelly,3864419.0,2021-04-29,76.0,0.517,0.848,-4.054,0.0521,0.00581,0.214,95.906,188779.0,0.429
POPSTAR (feat. Drake),6127103,DJ Khaled,6278835.0,2020-07-17,80.0,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221.0,0.45
LET IT GO (feat. Justin Bieber & 21 Savage),6083338,DJ Khaled,6278835.0,2021-04-30,75.0,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527.0,0.658
Girl From Rio,5768836,Anitta,10740222.0,2021-05-21,69.0,0.732,0.604,-7.472,0.0443,0.0112,0.219,139.982,195429.0,0.732
On The Ground,5655879,ROSÉ,1094731.0,2021-03-12,74.0,0.311,0.607,-6.578,0.11,0.0174,0.131,188.7,168086.0,0.286
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5480722,Taylor Swift,42227614.0,2021-04-09,74.0,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592.0,0.714
when the party's over,5467596,Billie Eilish,1250353.0,2021-08-13,0.0,0.484,0.103,-14.075,0.0627,0.979,0.0895,124.011,199931.0,0.194
Otra Noche Sin Ti,5377794,"J Balvin, Khalid",29051363.0,2021-04-09,80.0,0.503,0.548,-7.564,0.164,0.0751,0.145,94.036,228920.0,0.441
Met Him Last Night (feat. Ariana Grande),5200695,Demi Lovato,20331923.0,2021-04-02,72.0,0.538,0.512,-4.548,0.0262,0.22,0.101,144.978,204632.0,0.12
Back In Blood (feat. Lil Durk),5198209,Pooh Shiesty,423237.0,2020-11-06,75.0,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490.0,0.831
Run It Up (feat. Offset & Moneybagg Yo),5107084,Lil Tjay,3553442.0,2021-04-02,81.0,0.88,0.575,-6.091,0.163,0.415,0.109,120.031,232048.0,0.671
Mi Niña,5026961,"Wisin, Myke Towers, Los Legendarios",6929075.0,2020-09-23,79.0,0.823,0.821,-3.402,0.166,0.31,0.143,99.999,213314.0,0.791
As I Am (feat. Khalid),5896065,Justin Bieber,48544923.0,2021-03-19,72.0,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406.0,0.109
Come Through (feat. Chris Brown),5531998,H.E.R.,4138951.0,2021-04-23,74.0,0.615,0.422,-8.019,0.0504,0.604,0.112,135.859,214094.0,0.185
Goosebumps,5496962,HVME,17719446.0,2021-01-15,87.0,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803.0,0.808
Put Your Records On,5181180,Ritt Momney,100463.0,2020-04-24,81.0,0.399,0.491,-10.778,0.0538,0.0563,0.11,91.066,210463.0,0.151
Facas - Ao Vivo,5141640,"Diego & Victor Hugo, Bruno & Marrone",1585593.0,2020-10-15,79.0,0.443,0.509,-5.995,0.0536,0.615,0.472,160.984,196380.0,0.69
Train Wreck,5081800,James Arthur,8446147.0,2016-10-28,82.0,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827.0,0.225
Monster (Shawn Mendes & Justin Bieber),5069268,Shawn Mendes,33893352.0,2020-11-20,79.0,0.652,0.383,-7.076,0.0516,0.0676,0.0828,145.765,178994.0,0.549
In Your Eyes,5054319,The Weeknd,35340069.0,2020-03-20,81.0,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520.0,0.717
SAD!,5051338,XXXTENTACION,29566516.0,2018-03-16,84.0,0.74,0.613,-4.88,0.145,0.258,0.123,75.023,166606.0,0.473
Good Without,4998044,Mimi Webb,130801.0,2021-03-26,81.0,0.616,0.576,-5.495,0.0532,0.0723,0.375,89.962,182121.0,0.269
hot girl bummer,4992396,blackbear,4270131.0,2020-08-21,83.0,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344.0,0.685
When I Was Your Man,4945935,Bruno Mars,32603394.0,2012-12-07,82.0,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827.0,0.387
LOCATION,4940701,"KAROL G, Anuel AA, J Balvin",1250353.0,2021-08-12,0.0,0.772,0.758,-3.891,0.0482,0.0433,0.295,115.977,265240.0,0.654
Stressed Out,4913147,Twenty One Pilots,20823062.0,2015-05-15,83.0,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977,202333.0,0.648
Ski,7753784,"Young Stoner Life, Young Thug, Gunna",61930.0,2021-04-16,78.0,0.953,0.621,-7.638,0.221,0.017,0.0398,123.016,152333.0,0.883
Diamonds Dancing (feat. Travis Scott),7515766,"Young Stoner Life, Young Thug, Gunna",61930.0,2021-04-16,69.0,0.851,0.703,-7.351,0.303,0.00949,0.0895,74.017,242600.0,0.596
Love Story (Taylor’s Version),6202933,Taylor Swift,42227614.0,2021-04-09,73.0,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767.0,0.415
"Ele É Ele, Eu Sou Eu",5380517,"Wesley Safadão, Os Barões Da Pisadinha",9907270.0,2020-11-12,73.0,0.758,0.763,-8.754,0.0768,0.23,0.0703,163.946,155210.0,0.854
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,5159208,Os Barões Da Pisadinha,4271775.0,2021-02-19,80.0,0.593,0.932,-2.324,0.0526,0.302,0.133,171.977,147876.0,0.913
willow,5016865,Taylor Swift,42227614.0,2020-12-11,79.0,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707.0,0.529
Why'd You Only Call Me When You're High?,4976405,Arctic Monkeys,12375514.0,2013-09-09,82.0,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124.0,0.8
Afterglow,4965330,Ed Sheeran,1250353.0,2021-08-13,0.0,0.641,0.324,-5.851,0.0299,0.698,0.328,110.184,185487.0,0.273
LA CANCIÓN,4959754,"J Balvin, Bad Bunny",29051363.0,2019-06-28,83.0,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573.0,0.429
You Belong With Me (Taylor’s Version),9872084,Taylor Swift,42227614.0,2021-04-09,73.0,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124.0,0.474
Fearless (Taylor’s Version),9676024,Taylor Swift,42227614.0,2021-04-09,69.0,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592.0,0.43
X Gon' Give It To Ya,8638360,DMX,2815928.0,2007-06-12,73.0,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,217587.0,0.673
Fifteen (Taylor’s Version),7852063,Taylor Swift,42227614.0,2021-04-09,66.0,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419.0,0.289
The Way I Loved You (Taylor’s Version),7736262,Taylor Swift,42227614.0,2021-04-09,72.0,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137.0,0.472
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),7712896,Taylor Swift,42227614.0,2021-03-26,65.0,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839.0,0.44
Hey Stephen (Taylor’s Version),7385864,Taylor Swift,42227614.0,2021-04-09,66.0,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255.0,0.797
White Horse (Taylor’s Version),7039222,Taylor Swift,42227614.0,2021-04-09,65.0,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516.0,0.366
Forever & Always (Taylor’s Version),6566059,Taylor Swift,42227614.0,2021-04-09,66.0,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328.0,0.673
Breathe (feat. Colbie Caillat) (Taylor’s Version),6508683,Taylor Swift,42227614.0,2021-04-09,64.0,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377.0,0.321
Ruff Ryders' Anthem,5988511,DMX,2815928.0,1998-05-01,72.0,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440.0,0.74
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),5889939,Taylor Swift,42227614.0,2021-04-09,67.0,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496.0,0.508
Tell Me Why (Taylor’s Version),5885151,Taylor Swift,42227614.0,2021-04-09,63.0,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576.0,0.541
You’re Not Sorry (Taylor’s Version),5860405,Taylor Swift,42227614.0,2021-04-09,64.0,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843.0,0.241
Chica Ideal,5217052,"Sebastian Yatra, Guaynaa",1250353.0,2021-08-09,0.0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,183240.0,0.707
Relación - Remix,5206614,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283.0,2020-09-04,80.0,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308.0,0.835
Don’t You (Taylor’s Version) (From The Vault),5197564,Taylor Swift,42227614.0,2021-04-09,65.0,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609.0,0.405
We Were Happy (Taylor’s Version) (From The Vault),5189423,Taylor Swift,42227614.0,2021-04-09,64.0,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237.0,0.13
WACHA,5172999,"KHEA, Duki",3198705.0,2021-04-01,75.0,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360.0,0.528
Dancing With The Devil,5836326,Demi Lovato,20338833.0,2021-03-26,66.0,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,243992.0,0.149
Gone,5427638,ROSÉ,1099480.0,2021-03-12,71.0,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164.0,0.653
What Other People Say,5413003,"Sam Fischer, Demi Lovato",122746.0,2021-02-04,77.0,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,194890.0,0.24
Hello (feat. A Boogie Wit da Hoodie),5323062,Pop Smoke,6852509.0,2020-07-20,82.0,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534.0,0.367
Hasta Abajo,5269163,"Kevin Roldan, Bryant Myers, Lyanno",4026643.0,2019-10-04,77.0,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,229827.0,0.641
Take You Dancing,5176493,Jason Derulo,9778632.0,2020-07-22,82.0,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306.0,0.753
Unstable (feat. The Kid LAROI),5137645,Justin Bieber,48544923.0,2021-03-19,74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37
Stuck with U (with Justin Bieber),5094660,Ariana Grande,67208170.0,2020-05-08,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537
Hayloft,5086382,Mother Mother,2110870.0,2008-09-23,81.0,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680.0,0.49
Esquema Preferido (feat. Tarcísio do Acordeon),5078174,DJ Ivis,342930.0,2020-11-26,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907
Además de Mí - Remix,5060336,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217.0,2021-03-04,78.0,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,330040.0,0.405
Payphone,5052717,"Maroon 5, Wiz Khalifa",32279979.0,2012-01-01,74.0,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387.0,0.523
Ghost,5013450,Justin Bieber,48544923.0,2021-03-19,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441
Off My Face,5004111,Justin Bieber,48544923.0,2021-03-19,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",4972518,Jack Harlow,1053324.0,2020-12-11,73.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835
Take on Me,4969662,a-ha,1560784.0,1985-06-01,84.0,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280.0,0.876
BEBÉ,4967348,"Camilo, El Alfa",10580764.0,2020-11-25,78.0,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,198707.0,0.965
Richer (feat. Polo G),6292362,Rod Wave,,,,,,,,,,,,
Tu Veneno,6007541,J Balvin,29067437.0,2021-03-19,76.0,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320.0,0.797
Deserve You,5837372,Justin Bieber,48544923.0,2021-03-19,69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409
2 Much,5794583,Justin Bieber,48544923.0,2021-03-19,70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167
Tusa,5510113,"KAROL G, Nicki Minaj",17792779.0,2019-11-07,80.0,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960.0,0.574
Una Locura,5466954,"Ozuna, J Balvin, Chencho Corleone",29238936.0,2020-09-04,81.0,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693.0,0.906
Loved By You (feat. Burna Boy),5419040,Justin Bieber,48544923.0,2021-03-19,69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642
Girls Like Us,5410730,Zoe Wees,203555.0,2021-01-12,78.0,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,189000.0,0.171
Lemon Pepper Freestyle (feat. Rick Ross),5365747,Drake,56327031.0,2021-03-05,76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431
Esquema Preferido,5356696,"DJ Ivis, Tarcísio do Acordeon",342930.0,2020-11-26,73.0,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680.0,0.907
Love Not War (The Tampa Beat),5326719,"Jason Derulo, Nuka",9778632.0,2020-11-20,79.0,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,192921.0,0.865
Die For You (feat. Dominic Fike),5323412,Justin Bieber,48544923.0,2021-03-19,67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71
Starboy,5302285,"The Weeknd, Daft Punk",35340069.0,2016-11-25,83.0,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453.0,0.486
La Tóxica,5255393,Farruko,10510156.0,2020-07-24,78.0,0.659,0.701,-4.107,0.164,0.0882,0.0866,91.97,180520.0,0.623
Coração Na Cama - Ao Vivo,5211351,Hugo & Guilherme,435936.0,2020-11-13,77.0,0.764,0.794,-4.096,0.0589,0.663,0.34,110.013,173227.0,0.721
Love You Different (feat. BEAM),10024729,Justin Bieber,48544923.0,2021-03-19,66.0,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,186696.0,0.374
Somebody,8912458,Justin Bieber,48544923.0,2010-01-01,67.0,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,220920.0,0.663
White Dress,5796978,Lana Del Rey,13697048.0,2021-03-19,65.0,0.493,0.263,-12.805,0.0351,0.926,0.0879,122.792,333710.0,0.158
Polvo,5528508,"Nicky Jam, Myke Towers",14831925.0,2020-11-20,76.0,0.763,0.621,-6.169,0.066,0.0105,0.106,82.042,211130.0,0.582
Chemtrails Over The Country Club,5418816,Lana Del Rey,13697048.0,2021-03-19,73.0,0.334,0.276,-13.125,0.0643,0.877,0.113,201.025,271177.0,0.429
Parce (feat. Justin Quiles),5312876,"Maluma, Lenny Tavárez",26769304.0,2020-08-21,78.0,0.691,0.739,-3.09,0.229,0.422,0.11,83.897,248345.0,0.884
Ropa Cara,5249427,Camilo,10580764.0,2021-01-18,73.0,0.813,0.526,-4.787,0.125,0.105,0.11,170.002,163320.0,0.608
Vida de Rico,5189822,Camilo,10580764.0,2020-09-21,79.0,0.824,0.457,-5.428,0.0543,0.167,0.041,87.977,187427.0,0.95
Devil Eyes,5098581,Hippie Sabotage,713486.0,2016-02-05,80.0,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272.0,0.199
Ponte Pa' Mi,5082870,Justin Quiles,2897862.0,2020-11-20,76.0,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,202373.0,0.615
Dámelo To’ (feat. Myke Towers),6426522,Selena Gomez,28931149.0,2021-03-12,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437
Patience (feat. YUNGBLUD & Polo G),6155698,KSI,2010879.0,2021-03-12,71.0,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,181720.0,0.431
Selfish Love (with Selena Gomez),6020785,DJ Snake,7408249.0,2021-03-04,74.0,0.723,0.646,-7.973,0.102,0.0206,0.0994,110.971,168649.0,0.443
Snowman,5454807,Sia,20528724.0,2018-11-01,77.0,0.716,0.512,-6.257,0.0331,0.483,0.0928,104.957,165907.0,0.326
DAYWALKER! (feat. CORPSE),5439646,Machine Gun Kelly,3868320.0,2021-03-12,74.0,0.632,0.922,-2.173,0.0794,0.00558,0.0927,88.972,137747.0,0.497
La Curiosidad,5198514,"Jay Wheeler, DJ Nelson, Myke Towers",1650912.0,2020-06-12,82.0,0.845,0.677,-4.798,0.136,0.269,0.108,90.013,219048.0,0.68
All We Got (feat. KIDDO),5156937,Robin Schulz,2786366.0,2020-10-16,74.0,0.504,0.76,-4.246,0.0426,0.286,0.151,183.933,190218.0,0.64
Say So,5103528,Doja Cat,8671649.0,2019-11-07,82.0,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893.0,0.779
Hope,5085527,XXXTENTACION,29566516.0,2018-03-16,84.0,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04,110886.0,0.225
The Less I Know The Better,5084635,Tame Impala,5064200.0,2015-07-17,84.0,0.64,0.74,-4.083,0.0284,0.0115,0.167,116.879,216320.0,0.785
I Feel It Coming,5079857,"The Weeknd, Daft Punk",35340069.0,2016-11-25,80.0,0.773,0.819,-5.946,0.118,0.428,0.0679,92.987,269187.0,0.585
Mood Swings (feat. Lil Tjay),5068349,Pop Smoke,6852509.0,2020-07-03,82.0,0.48,0.602,-6.335,0.368,0.487,0.0848,179.798,213333.0,0.269
Someone To You,5054881,BANNERS,419151.0,2019-10-04,79.0,0.52,0.903,-5.497,0.042,0.00517,0.254,74.988,219801.0,0.652
To the Bone,5052557,Pamungkas,1643882.0,2019-06-14,81.0,0.668,0.727,-6.55,0.027,0.514,0.1,139.991,344571.0,0.939
How You Like That,5023592,BLACKPINK,23848461.0,2020-10-02,79.0,0.812,0.761,-5.222,0.0812,0.0465,0.0601,130.032,182956.0,0.344
LOST,5013851,"NF, Hopsin",5831194.0,2021-03-11,66.0,0.637,0.912,-3.123,0.308,0.352,0.0657,116.919,234852.0,0.451
VOCE,5510906,Madame,1251372.0,2021-08-13,0.0,0.615,0.834,-5.471,0.0667,0.105,0.157,112.602,211411.0,0.341
AP - Music from the film Boogie,5462333,Pop Smoke,6852509.0,2021-02-26,75.0,0.751,0.744,-6.859,0.177,0.152,0.252,148.014,171892.0,0.634
Life's A Mess II (with Clever & Post Malone),5393459,Juice WRLD,19102888.0,2021-03-05,72.0,0.53,0.37,-9.989,0.0279,0.806,0.112,140.061,206734.0,0.701
CHIAMAMI PER NOME,5321946,"Francesca Michielin, Fedez",568711.0,2021-03-03,67.0,0.641,0.636,-4.318,0.0414,0.289,0.125,89.826,222667.0,0.285
Antes,5232377,"Anuel AA, Ozuna",18306226.0,2021-01-22,73.0,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587.0,0.67
Mona Lisa,5208787,"Booba, JSX",2161609.0,2021-03-04,72.0,0.784,0.529,-7.681,0.0742,0.683,0.118,134.041,187362.0,0.246
Real As It Gets (feat. EST Gee),5170861,Lil Baby,7816213.0,2021-03-04,74.0,0.779,0.705,-5.891,0.163,0.00471,0.0971,140.005,192804.0,0.196
Se Te Nota (with Guaynaa),5168240,Lele Pons,786461.0,2020-09-02,77.0,0.905,0.686,-3.152,0.0664,0.0907,0.266,103.013,155825.0,0.963
Head Shoulders Knees & Toes (feat. Norma Jean Martine),5093408,"Ofenbach, Quarterhead",432511.0,2020-05-08,79.0,0.798,0.828,-5.36,0.193,0.0247,0.121,124.962,156960.0,0.6
Star Shopping,5073657,Lil Peep,7535054.0,2015-01-01,82.0,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,142000.0,0.323
Electric Love,5060903,BØRNS,1027085.0,2015-10-16,83.0,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,218107.0,0.518
Maniac,5044929,Conan Gray,3799104.0,2020-03-20,82.0,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,185773.0,0.493
Only Wanna Be With You - Pokémon 25 Version,7464020,Post Malone,33663701.0,2021-02-25,72.0,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,241360.0,0.247
test drive,6591829,Ariana Grande,67208170.0,2021-02-19,71.0,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174.0,0.322
Tú Me Dejaste De Querer,5874460,"C. Tangana, Niño de Elche, La Húngara",1453875.0,2021-02-26,75.0,0.823,0.723,-4.778,0.229,0.311,0.0998,83.97,198493.0,0.505
SO DONE,5440707,The Kid LAROI,2238190.0,2020-10-23,74.0,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,126521.0,0.303
Jeans,5145966,Justin Quiles,2897862.0,2020-08-14,75.0,0.807,0.656,-4.395,0.105,0.0165,0.0693,83.943,185840.0,0.89
ROXANNE,5124742,Arizona Zervas,621200.0,2019-10-10,82.0,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735,163636.0,0.457
rockstar (feat. 21 Savage),5115990,Post Malone,33663701.0,2018-04-27,83.0,0.585,0.52,-6.136,0.0712,0.124,0.131,159.801,218147.0,0.129
Párteme La Cara,5079580,"C. Tangana, Ed Maverick",1453875.0,2021-02-26,70.0,0.761,0.296,-10.22,0.0484,0.551,0.134,127.938,167867.0,0.579
Without Me,5016283,Halsey,15663384.0,2018-10-04,79.0,0.752,0.488,-7.05,0.0705,0.297,0.0936,136.041,201661.0,0.533
BOOKER T,4995965,Bad Bunny,36177712.0,2020-11-27,77.0,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,156430.0,0.691
Intentions (feat. Quavo),4994138,Justin Bieber,48544923.0,2020-02-14,77.0,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867.0,0.874
Sofia,4982892,Clairo,2722638.0,2019-08-02,81.0,0.744,0.619,-9.805,0.039,0.598,0.231,112.997,188387.0,0.641
Photograph,4974880,Ed Sheeran,83337783.0,2014-06-21,83.0,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,258987.0,0.201
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",6162453,Ariana Grande,,,,,,,,,,,,
