Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Baby,5376451,"Joker Bra, VIZE",191521.0,2020-01-30,63.0,0.771,0.921,-4.228,0.109,0.166,0.119,128.021,148125.0,0.56
One More Year,5279739,Tame Impala,5064200.0,2020-02-14,56.0,0.602,0.88,-5.414,0.0354,0.057,0.284,114.009,324013.0,0.493
Good News,5210780,Mac Miller,6189454.0,2020-01-17,75.0,0.794,0.32,-12.92,0.173,0.853,0.112,174.088,342040.0,0.241
wish you were gay,5187997,Billie Eilish,47061119.0,2019-03-29,76.0,0.853,0.351,-10.198,0.241,0.39,0.752,118.028,221543.0,0.282
Only The Young - Featured in Miss Americana,5111068,Taylor Swift,42227614.0,2020-01-31,63.0,0.56,0.78,-4.895,0.0517,0.00244,0.0714,93.516,157507.0,0.602
Lost In Yesterday,5096624,Tame Impala,5064200.0,2020-02-14,69.0,0.569,0.84,-4.123,0.118,0.0295,0.0995,183.059,249587.0,0.749
At Least For Now,5033764,Justin Bieber,48544923.0,2020-02-14,54.0,0.375,0.304,-9.897,0.0325,0.683,0.196,83.832,149653.0,0.295
you should see me in a crown,4988054,Billie Eilish,1251372.0,2021-08-13,0.0,0.683,0.534,-10.348,0.189,0.519,0.148,150.469,180567.0,0.284
Too Good At Goodbyes,4984764,Sam Smith,17097317.0,2017-11-03,72.0,0.681,0.372,-8.237,0.0432,0.64,0.169,91.873,201000.0,0.476
Intentions,28509534,"Justin Bieber, Quavo",48544923.0,2020-02-14,77.0,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867.0,0.874
Yikes,6561188,Nicki Minaj,22170982.0,2020-02-07,70.0,0.911,0.637,-8.381,0.447,0.0409,0.238,149.996,156882.0,0.66
Yellow Hearts,6554824,Ant Saunders,82522.0,2019-06-18,70.0,0.866,0.438,-8.943,0.0719,0.177,0.0743,129.039,223258.0,0.695
Birthday,6207326,Anne-Marie,8153871.0,2020-02-07,65.0,0.609,0.785,-3.32,0.0891,0.0502,0.171,151.995,181467.0,0.756
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,6107499,Travis Scott,437907.0,2019-12-27,68.0,0.559,0.491,-6.406,0.0346,0.0567,0.0992,153.131,244874.0,0.114
Good as Hell (feat. Ariana Grande) - Remix,6066001,Lizzo,3991674.0,2016-01-01,71.0,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011.0,0.478
"I Do It (ft. Big Sean, Lil Baby)",5561205,Lil Wayne,10710088.0,2020-01-31,60.0,0.804,0.528,-3.231,0.378,0.125,0.41,138.005,184440.0,0.321
Get Me,5236560,"Justin Bieber, Kehlani",48544923.0,2020-02-14,61.0,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427.0,0.75
"Yo x Ti, Tu x Mi",5202210,"ROSALÍA, Ozuna",4769627.0,2019-08-15,74.0,0.78,0.759,-3.292,0.225,0.462,0.143,91.952,201040.0,0.579
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",5148516,"Justin Quiles, Natti Natasha, Farruko",2897862.0,2019-09-06,72.0,0.743,0.709,-3.922,0.0879,0.0451,0.0809,170.001,258600.0,0.831
EARFQUAKE,5079657,"Tyler, The Creator",6782693.0,2019-05-17,79.0,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635,190067.0,0.413
Pa' Olvidarme De Ella,5066711,"Piso 21, Christian Nodal",7226268.0,2019-09-06,74.0,0.728,0.542,-5.195,0.0514,0.259,0.136,90.016,227234.0,0.637
Loco Contigo (feat. J. Balvin & Tyga),5013732,"DJ Snake, J Balvin",7408249.0,2019-07-25,77.0,0.694,0.758,-2.986,0.218,0.278,0.102,192.091,185195.0,0.371
Psycho,4991751,Red Velvet,5688315.0,2019-12-23,76.0,0.664,0.666,-2.203,0.0446,0.193,0.0854,139.987,210560.0,0.405
Suge,4986299,DaBaby,7601122.0,2019-03-01,76.0,0.876,0.662,-6.482,0.426,0.0608,0.127,75.445,163320.0,0.844
Con Altura,4961249,"ROSALÍA, J Balvin, El Guincho",4769627.0,2019-03-28,75.0,0.882,0.689,-4.027,0.124,0.39,0.0501,97.963,161627.0,0.746
Only Human,4953866,Jonas Brothers,5436999.0,2019-06-07,74.0,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01,183000.0,0.874
Eleven,4947780,Khalid,14190858.0,2020-05-01,68.0,0.679,0.408,-9.754,0.0882,0.133,0.23,129.079,206080.0,0.151
Talk (feat. Disclosure),4940984,Khalid,14190858.0,2019-04-05,73.0,0.9,0.4,-8.575,0.127,0.0516,0.0599,135.984,197573.0,0.346
Hot (Remix) [feat. Gunna and Travis Scott],4905155,"Travis Scott, Young Thug",3337982.0,2019-11-01,68.0,0.845,0.631,-8.206,0.216,0.188,0.0806,111.983,279907.0,0.545
Weiss,4872077,Samra,1045091.0,2020-02-07,56.0,0.6,0.525,-6.585,0.423,0.393,0.111,96.989,162702.0,0.436
Con Calma,4861378,"Daddy Yankee, Snow",1251372.0,2021-08-12,3.0,0.737,0.86,-2.652,0.0594,0.11,0.0574,93.989,193227.0,0.656
MIDDLE CHILD,4836113,J. Cole,14103694.0,2019-01-23,79.0,0.837,0.364,-11.713,0.276,0.149,0.271,123.984,213594.0,0.463
Otro Trago - Remix,4803294,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",8766508.0,2019-07-26,74.0,0.725,0.79,-2.331,0.197,0.0711,0.0602,175.988,287773.0,0.763
FML,6350496,Arizona Zervas,621200.0,2018-06-03,74.0,0.822,0.575,-5.95,0.0934,0.113,0.106,100.087,223000.0,0.616
King Of My City,5922748,A Boogie Wit da Hoodie,1251372.0,2021-08-13,0.0,0.679,0.679,-6.747,0.167,0.443,0.153,119.921,148676.0,0.245
Those Kinda Nights (feat. Ed Sheeran),5823422,Eminem,46814751.0,2020-01-17,66.0,0.794,0.637,-6.29,0.339,0.028,0.0919,103.868,177693.0,0.393
Mon Ami,5774770,Samra,1045091.0,2020-01-29,53.0,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,138409.0,0.537
Break My Stride,5312936,Matthew Wilder,30386.0,1983-03-19,73.0,0.917,0.588,-11.047,0.0607,0.195,0.0914,110.077,184480.0,0.828
Kein Wort,5208651,"Juju, Loredana, Miksu / Macloud",486474.0,2020-01-16,62.0,0.746,0.592,-6.861,0.0914,0.462,0.187,160.065,162094.0,0.629
Graveyard,5044853,Halsey,15663384.0,2020-01-17,71.0,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043,181806.0,0.187
Wake Up Call (feat. Trippie Redd),5029979,KSI,2010879.0,2020-01-27,56.0,0.642,0.669,-5.774,0.0486,0.318,0.119,156.084,175067.0,0.227
Turn Me On (feat. Vula),4925843,"Riton, Oliver Heldens",83743.0,2019-09-13,76.0,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.051,208474.0,0.517
Hips Don't Lie (feat. Wyclef Jean),4918636,Shakira,22136717.0,2005-11-28,83.0,0.778,0.824,-5.892,0.0707,0.284,0.405,100.024,218093.0,0.758
Liar,4896939,Camila Cabello,22698747.0,2019-09-04,69.0,0.74,0.498,-6.684,0.0456,0.0169,0.319,98.016,207039.0,0.652
Going Bad (feat. Drake),4889500,Meek Mill,5241145.0,2018-11-30,79.0,0.889,0.496,-6.365,0.0905,0.259,0.252,86.003,180522.0,0.544
ME! (feat. Brendon Urie of Panic! At The Disco),4884909,Taylor Swift,42227614.0,2019-08-23,77.0,0.61,0.83,-4.105,0.0571,0.033,0.118,182.162,193000.0,0.728
Panini,4867723,Lil Nas X,5488666.0,2019-09-13,74.0,0.703,0.594,-6.146,0.0752,0.342,0.123,153.848,114893.0,0.475
idontwannabeyouanymore,4824483,Billie Eilish,47061119.0,2017-12-22,78.0,0.483,0.412,-8.461,0.0402,0.737,0.116,170.163,203569.0,0.247
The London (feat. J. Cole & Travis Scott),4791732,"J. Cole, Young Thug",6383275.0,2019-05-23,72.0,0.796,0.586,-6.946,0.147,0.0247,0.132,97.981,200107.0,0.179
223's (feat. 9lokknine),4781697,YNW Melly,6332535.0,2019-08-09,68.0,0.932,0.547,-7.787,0.333,0.0388,0.0924,94.998,176640.0,0.695
Darkness,7618955,Eminem,46814751.0,2020-01-17,65.0,0.671,0.623,-7.161,0.308,0.00998,0.643,75.055,337147.0,0.195
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,Eminem,46814751.0,2020-01-17,66.0,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653.0,0.243
Blue World,7060589,Mac Miller,6189454.0,2020-01-17,75.0,0.742,0.553,-8.98,0.419,0.389,0.0694,84.931,209440.0,0.508
Liberdade Provisória,6442626,Henrique & Juliano,13312073.0,2019-12-06,66.0,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986.0,0.7
Unaccommodating (feat. Young M.A),6374807,Eminem,46814751.0,2020-01-17,65.0,0.852,0.752,-5.793,0.0597,0.0169,0.394,89.95,216600.0,0.389
Donuts,6113037,Gzuz,1140383.0,2020-02-13,62.0,0.784,0.703,-7.491,0.236,0.0973,0.0754,141.035,162938.0,0.556
Leaving Heaven (feat. Skylar Grey),5466161,Eminem,46814751.0,2020-01-17,64.0,0.661,0.748,-4.809,0.206,0.175,0.254,171.983,265947.0,0.509
Zu Ende,5297101,"Samra, ELIF",1045091.0,2020-01-23,57.0,0.707,0.747,-5.212,0.279,0.307,0.183,80.025,197861.0,0.491
B.I.T.C.H.,5215211,Megan Thee Stallion,4794212.0,2020-01-24,59.0,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143.0,0.547
Look At Her Now,5066377,Selena Gomez,1251372.0,2021-08-13,0.0,0.753,0.564,-7.908,0.251,0.114,0.359,77.341,162596.0,0.55
Bi Sonraki Hayatımda Gel,5037967,"Murda, Ezhel",862965.0,2020-08-28,57.0,0.933,0.448,-4.491,0.136,0.0253,0.104,103.981,167350.0,0.737
Legends,4922369,Juice WRLD,19102888.0,2018-06-22,77.0,0.594,0.798,-5.244,0.0844,0.115,0.143,142.049,191840.0,0.381
11 PM,4891989,Maluma,26784251.0,2019-05-17,76.0,0.777,0.712,-4.84,0.277,0.217,0.091,95.692,175733.0,0.68
Post Malone (feat. RANI),4855270,Sam Feldt,639516.0,2019-05-24,73.0,0.59,0.642,-3.87,0.122,0.0771,0.105,107.356,174444.0,0.651
In Too Deep,4824037,Eminem,46814751.0,2020-01-17,62.0,0.72,0.767,-5.839,0.214,0.0387,0.202,88.966,194707.0,0.595
Premonition - Intro,10830400,Eminem,46814751.0,2020-01-17,62.0,0.847,0.637,-5.193,0.367,0.0258,0.382,165.979,173893.0,0.511
I Can See,10086930,Mac Miller,6189454.0,2020-01-17,60.0,0.699,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853.0,0.0546
Hand Me Downs,9521654,Mac Miller,6189454.0,2020-01-17,64.0,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440.0,0.336
No Regrets (feat. Don Toliver),9493884,Eminem,46814751.0,2020-01-17,63.0,0.756,0.747,-5.407,0.046,0.0048,0.588,134.935,200947.0,0.0687
Complicated,9443725,Mac Miller,6189454.0,2020-01-17,62.0,0.831,0.36,-8.073,0.052,0.136,0.0703,75.014,232212.0,0.601
Lock It Up (feat. Anderson .Paak),9328951,Eminem,46814751.0,2020-01-17,64.0,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227.0,0.516
Marsh,9260007,Eminem,46814751.0,2020-01-17,62.0,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573.0,0.0495
Stepdad,9159901,Eminem,46814751.0,2020-01-17,61.0,0.779,0.805,-3.121,0.178,0.018,0.321,145.68,213413.0,0.557
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060,Eminem,46814751.0,2020-01-17,60.0,0.458,0.966,-2.107,0.384,0.14,0.11,183.586,286960.0,0.356
Never Love Again,8335790,Eminem,46814751.0,2020-01-17,62.0,0.747,0.899,-5.125,0.246,0.1,0.486,92.029,177547.0,0.581
Woods,8329349,Mac Miller,6189454.0,2020-01-17,64.0,0.779,0.362,-10.847,0.0474,0.135,0.111,85.011,286387.0,0.46
Farewell,8277608,Eminem,46814751.0,2020-01-17,61.0,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733.0,0.467
Everybody,8172098,Mac Miller,6189454.0,2020-01-17,62.0,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507.0,0.112
Alfred - Interlude,8030151,Eminem,46814751.0,2020-01-17,57.0,0.429,0.231,-20.43,0.402,0.878,0.279,74.545,30133.0,0.914
Little Engine,7913461,Eminem,46814751.0,2020-01-17,60.0,0.769,0.811,-4.162,0.228,0.0234,0.0451,155.081,177293.0,0.76
"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414,Eminem,46814751.0,2020-01-17,60.0,0.635,0.543,-5.941,0.067,0.0454,0.272,98.743,303000.0,0.036
Still Learning,7050815,Halsey,15663384.0,2020-01-17,59.0,0.708,0.661,-6.543,0.0546,0.0396,0.113,102.046,211784.0,0.317
Surf,6960699,Mac Miller,6189454.0,2020-01-17,67.0,0.828,0.182,-13.066,0.166,0.754,0.15,147.279,330507.0,0.231
That's On Me,6462701,Mac Miller,6189454.0,2020-01-17,60.0,0.583,0.499,-10.086,0.0261,0.591,0.33,155.199,217868.0,0.342
Once A Day,6159873,Mac Miller,6189454.0,2020-01-17,61.0,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838,160267.0,0.339
Big Drip,6010373,"Ufo361, Future",1700759.0,2020-04-24,48.0,0.791,0.535,-6.753,0.311,0.0448,0.129,158.922,173785.0,0.443
Hands,5934464,Mac Miller,6189454.0,2020-01-17,58.0,0.739,0.627,-8.608,0.171,0.0459,0.159,74.962,199981.0,0.542
Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798.0,2020-01-17,59.0,0.916,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702.0,0.7
Blanche,5656775,"Maes, Booba",1603670.0,2020-01-16,65.0,0.776,0.713,-6.121,0.143,0.525,0.306,127.987,193453.0,0.551
Vulnerable,7531094,Selena Gomez,28931149.0,2020-01-10,55.0,0.695,0.573,-8.882,0.167,0.132,0.156,100.031,192172.0,0.38
Dance Again,7394604,Selena Gomez,28931149.0,2020-01-10,56.0,0.784,0.552,-7.261,0.0871,0.0447,0.192,111.984,170498.0,0.465
Ring,6693229,Selena Gomez,28931149.0,2020-01-10,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.953,148776.0,0.871
Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149.0,2020-01-10,55.0,0.724,0.415,-8.408,0.0518,0.764,0.103,89.999,186459.0,0.328
People You Know,6255954,Selena Gomez,28931149.0,2020-01-10,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62
Up All Night,5834918,Khalid,14190858.0,2019-11-14,69.0,0.665,0.712,-7.536,0.0527,0.00103,0.102,93.992,157220.0,0.669
Nice To Meet Ya,5730427,Niall Horan,7564659.0,2019-10-04,68.0,0.591,0.841,-4.351,0.0304,0.0119,0.395,109.034,158805.0,0.392
Into the Unknown,5705999,"Idina Menzel, AURORA",1251372.0,2019-11-15,74.0,0.323,0.405,-8.533,0.0413,0.849,0.138,145.104,194848.0,0.274
Let Me Get Me,5356671,Selena Gomez,28931149.0,2020-01-10,51.0,0.826,0.571,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475
A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149.0,2020-01-10,52.0,0.583,0.777,-6.991,0.185,0.109,0.108,190.054,263306.0,0.31
Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,2019-11-08,73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726
Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618,Post Malone,33663701.0,2019-09-06,75.0,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.919,229573.0,0.272
Tip Toe (feat. A Boogie Wit da Hoodie),5150724,Roddy Ricch,6608815.0,2019-12-06,63.0,0.757,0.673,-8.513,0.141,0.095,0.338,92.958,185806.0,0.574
Start Wit Me (feat. Gunna),5085706,Roddy Ricch,6608815.0,2019-12-06,68.0,0.886,0.479,-8.054,0.334,0.077,0.135,130.029,158692.0,0.408
Diamonds (with Normani),4981484,Megan Thee Stallion,4794212.0,2020-01-10,58.0,0.785,0.753,-3.841,0.0873,0.188,0.265,94.012,199301.0,0.488
Don't Call Me Up,4931458,Mabel,1374784.0,2019-01-18,79.0,0.674,0.881,-2.853,0.147,0.296,0.0793,98.994,178480.0,0.234
Death,4929396,"Trippie Redd, DaBaby",6434201.0,2019-11-22,65.0,0.802,0.82,-5.969,0.146,0.0579,0.149,164.005,172196.0,0.613
Calma - Remix,4879713,"Pedro Capó, Farruko",1353049.0,2018-10-05,76.0,0.826,0.773,-4.218,0.0524,0.323,0.143,126.899,238200.0,0.761
Cut You Off,4874380,Selena Gomez,28931149.0,2020-01-10,51.0,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017.0,0.842
Kinda Crazy,4866777,Selena Gomez,28931149.0,2020-01-10,49.0,0.691,0.446,-10.304,0.0472,0.484,0.183,93.03,212436.0,0.534
2002,4831644,Anne-Marie,8153871.0,2018-04-27,81.0,0.697,0.683,-2.881,0.117,0.0372,0.137,96.133,186987.0,0.603
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",4816702,DJ Snake,7408249.0,2019-07-25,71.0,0.842,0.801,-4.167,0.228,0.157,0.0642,95.881,212500.0,0.617
